Entity,Day,Total confirmed cases of COVID-19 per million people
United States,2024-08-04,302859.5
United States,2024-08-05,302859.5
United States,2024-08-06,302859.5
United States,2024-08-07,302859.5
United States,2024-08-08,302859.5
United States,2024-08-09,302859.5
United States,2024-08-10,302859.5
United States,2024-08-11,302859.5
United States,2024-08-12,302859.5
United States,2024-08-13,302859.5
United States,2024-08-14,302859.5
United States,2024-08-15,302859.5
United States,2024-08-16,302859.5
United States,2024-08-17,302859.5
United States,2024-08-18,302859.5
United States,2024-08-19,302859.5
United States,2024-08-20,302859.5
United States,2024-08-21,302859.5
United States,2024-08-22,302859.5
United States,2024-08-23,302859.5
United States,2024-08-24,302859.5
United States,2024-08-25,302859.5
United States,2024-08-26,302859.5
United States,2024-08-27,302859.5
United States,2024-08-28,302859.5
United States,2024-08-29,302859.5
United States,2024-08-30,302859.5
United States,2024-08-31,302859.5
United States,2024-09-01,302859.5
United States,2024-09-02,302859.5
United States,2024-09-03,302859.5
United States,2024-09-04,302859.5
United States,2024-09-05,302859.5
United States,2024-09-06,302859.5
United States,2024-09-07,302859.5
United States,2024-09-08,302859.5
United States,2024-09-09,302859.5
United States,2024-09-10,302859.5
United States,2024-09-11,302859.5
United States,2024-09-12,302859.5
United States,2024-09-13,302859.5
United States,2024-09-14,302859.5
United States,2024-09-15,302859.5
United States,2024-09-16,302859.5
United States,2024-09-17,302859.5
United States,2024-09-18,302859.5
United States,2024-09-19,302859.5
United States,2024-09-20,302859.5
United States,2024-09-21,302859.5
United States,2024-09-22,302859.5
United States,2024-09-23,302859.5
United States,2024-09-24,302859.5
United States,2024-09-25,302859.5
United States,2024-09-26,302859.5
United States,2024-09-27,302859.5
United States,2024-09-28,302859.5
United States,2024-09-29,302859.5
United States,2024-09-30,302859.5
United States,2024-10-01,302859.5
United States,2024-10-02,302859.5
United States,2024-10-03,302859.5
United States,2024-10-04,302859.5
United States,2024-10-05,302859.5
United States,2024-10-06,302859.5
United States,2024-10-07,302859.5
United States,2024-10-08,302859.5
United States,2024-10-09,302859.5
United States,2024-10-10,302859.5
United States,2024-10-11,302859.5
United States,2024-10-12,302859.5
United States,2024-10-13,302859.5
United States,2024-10-14,302859.5
United States,2024-10-15,302859.5
United States,2024-10-16,302859.5
United States,2024-10-17,302859.5
United States,2024-10-18,302859.5
United States,2024-10-19,302859.5
United States,2024-10-20,302859.5
United States,2024-10-21,302859.5
United States,2024-10-22,302859.5
United States,2024-10-23,302859.5
United States,2024-10-24,302859.5
United States,2024-10-25,302859.5
United States,2024-10-26,302859.5
United States,2024-10-27,302859.5
United States,2024-10-28,302859.5
United States,2024-10-29,302859.5
United States,2024-10-30,302859.5
United States,2024-10-31,302859.5
United States,2024-11-01,302859.5
United States,2024-11-02,302859.5
United States,2024-11-03,302859.5
United States,2024-11-04,302859.5
United States,2024-11-05,302859.5
United States,2024-11-06,302859.5
United States,2024-11-07,302859.5
United States,2024-11-08,302859.5
United States,2024-11-09,302859.5
United States,2024-11-10,302859.5
United States,2024-11-11,302859.5
United States,2024-11-12,302859.5
United States,2024-11-13,302859.5
United States,2024-11-14,302859.5
United States,2024-11-15,302859.5
United States,2024-11-16,302859.5
United States,2024-11-17,302859.5
United States,2024-11-18,302859.5
United States,2024-11-19,302859.5
United States,2024-11-20,302859.5
United States,2024-11-21,302859.5
United States,2024-11-22,302859.5
United States,2024-11-23,302859.5
United States,2024-11-24,302859.5
